ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YLDUN,YLDIN,PL_STUN,PL_STIN,DY_SKUN,DY_SKIN,PL_HTUN,PL_HTIN,E_HTUN,E_HTIN,ASI_IN,ASI_UN,DY_TASSIN,DY_TASSUN,E_ASPIN,E_ASPUN,E_HARVIN,E_HARVUN,E_ROTIN,E_ROTUN,ELDIN,HUSKUN,HUSKIN,INSTINF,INSTUN,P_ASPIN,P_ASPUN,P_HARVIN,P_HARVUN,R_LIN,R_LUN,RLPER,RUSTIN,RUSTUN,S_LIN,S_LUN,SLPER,STR_CO1,STR_CO2,STR_CO3,STR_RAT1,STR_RAT2,STREAK,BLTIN_M,BLTUN_M,CURVIN,CURVUN,STR_CO3_IN,STR_CO3_UN,STR_RA1_IN,STR_RA1_UN,STR_RA2_IN,STR_RA2_UN,STR_CO1_IN,STR_CO1_UN,STR_CO2_IN,STR_CO2_UN,POLSHEDIN,POLSHEDUN,HMIN,HMUN
1815,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79DS,14,922-13 (Resistant Hybrid),NIGERIA,DANSADAU,,8.00,1.00,,27,,1673,,36,,66,,181,8,,2.0,,,,4.8,,26,,,1.5,,1.0,,,,,,26,,,3.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,64,,,
1816,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79DS,15,Check,NIGERIA,DANSADAU,,8.00,1.00,,27,,1932,,38,,63,,175,71,,2.3,,,,4.5,,25,,,1.5,,1.3,,,,,,25,,,5.8,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,61,,,
1817,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,1,TZL COMP1SYNY-1F2,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,300,,3,,64,,2,,,,,,,,,,,3,,1.0,,2.0,,,,,,,35,,5.0,,,,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,2,IWD C3 SYN F2,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,4,,64,,15,,,,,,,,,,,3,,1.0,,1.0,,,,,,,3,,5.5,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,3,Acr 97 TZL Comp. 1-W,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,300,,31,,67,,2,,,,,,,,,,,3,,1.0,,2.0,,,,,,,3,,7.0,,,,4.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,4,TZL Comp 1 SynW-1,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,300,,32,,59,,2,,,,,,,,,,,3,,1.0,,2.0,,,,,,,3,,7.5,,,,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,5,TZL Comp 1-W C6,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,3,,53,,2,,,,,,,,,,,32,,0.7,,1.0,,,,,,,32,,6.0,,,,5.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,6,OBATNPA/Z.Diplo Syn W-1/Z.DiploSyn W-1,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,300,,3,,6,,2,,,,,,,,,,,35,,0.8,,2.0,,,,,,,35,,5.8,,,,6.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,7,Z.diplo-BC4-C3-W/DOGONA-1/Z.diplo-BC4-C3-W,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,32,,56,,225,,,,,,,,,,,33,,1.0,,1.0,,,,,,,33,,5.0,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,8,Z.diplo-BC4-C3-W/DOU-1/Z.diplo-BC4-C3-W,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,31,,51,,238,,,,,,,,,,,4,,0.7,,1.0,,,,,,,31,,4.8,,,,8.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,9,Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,3,,54,,238,,,,,,,,,,,28,,1.0,,1.0,,,,,,,28,,7.0,,,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,1,TZCOM1/ZDPSYN,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,4364,,3,,6,,225,,,,,,,,,,,3,,1.0,,1.5,,,,,,,34,,5.5,,,,6.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,11,Obatanpa/IWDC2SYNF2/IWDC2SYNF2,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3394,,36,,55,,25,,,,,,,,,,,35,,0.9,,1.0,,,,,,,35,,3.5,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,12,TZB-SR (Susceptible)(RE),NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,32,,54,,2,,,,,,,,,,,34,,1.0,,2.0,,,,,,,34,,4.8,,,,6.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,13,8338-1 (Susceptible Hybrid),NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,4849,,32,,82,,225,,,,,,,,,,,3,,1.0,,1.0,,,,,,,3,,6.5,,,,4.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,14,922-13 (Resistant Hybrid),NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,3879,,29,,49,,2,,,,,,,,,,,3,,0.8,,1.0,,,,,,,3,,6.8,,,,3.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79FU,15,Check,NIGERIA,FUNTUA,,7.35,11.12,Moist Savanna,27,300,,29,,49,,113,,,,,,,,,,,28,,0.6,,1.0,,,,,,,28,,5.8,,,,4.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,1,TZL COMP1SYNY-1F2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2775,1537,41,5,60,61,174,152,76,,5.5,,,,5.0,5.0,28,36,,,,4.3,,,,,5.0,37,39,,1.3,,,,1.3,2.8,,54,100,,5,5.3,,,,,,,,,,,,,,,,55.5,55.3,,
1833,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,2,IWD C3 SYN F2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2949,172,4,41,58,59,175,137,78,,4.5,,,,5.8,5.0,25,35,,,,3.3,,,,,4.3,5,41,,1.0,,,,1.3,2.0,,14,135,,5,5.0,,,,,,,,,,,,,,,,54.5,54.3,,
1834,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,3,Acr 97 TZL Comp. 1-W,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,192,118,41,41,62,61,176,143,8,,5.5,,,,5.5,5.5,20,33,,,,5.0,,,,,5.3,40,41,,1.3,,,,1.8,1.5,,77,10,,5,5.5,,,,,,,,,,,,,,,,55.8,55.5,,
1835,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,4,TZL Comp 1 SynW-1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2487,2220,42,42,59,59,174,141,83,,5.3,,,,4.3,4.8,33,36,,,,4.3,,,,,4.0,40,41,,1.8,,,,1.3,0.3,,2,19,,4,4.0,,,,,,,,,,,,,,,,54.0,55.0,,
1836,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,5,TZL Comp 1-W C6,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2288,118,42,42,62,62,179,154,81,,5.8,,,,6.0,5.5,22,35,,,,4.0,,,,,4.8,41,42,,1.3,,,,1.5,2.3,,42,45,,5,5.0,,,,,,,,,,,,,,,,55.8,56.3,,
1837,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,6,OBATNPA/Z.Diplo Syn W-1/Z.DiploSyn W-1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,252,1174,49,42,58,59,17,149,71,,4.0,,,,5.3,5.0,20,37,,,,4.8,,,,,5.0,4,5,,1.3,,,,1.8,2.5,,52,84,,5,5.3,,,,,,,,,,,,,,,,54.8,54.3,,
1838,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,7,Z.diplo-BC4-C3-W/DOGONA-1/Z.diplo-BC4-C3-W,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,1723,100,42,42,59,6,166,146,76,,5.5,,,,5.5,5.3,20,3,,,,5.0,,,,,4.8,4,42,,1.5,,,,1.8,0.8,,68,86,,5,5.8,,,,,,,,,,,,,,,,54.8,54.8,,
1839,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,8,Z.diplo-BC4-C3-W/DOU-1/Z.diplo-BC4-C3-W,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2242,1143,42,42,58,60,175,15,8,,4.5,,,,5.0,4.8,24,34,,,,4.8,,,,,5.3,4,41,,1.8,,,,1.3,1.5,,46,62,,4,4.8,,,,,,,,,,,,,,,,55.0,54.5,,
1840,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,9,Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,258,1468,41,42,59,59,183,152,82,,4.3,,,,5.5,5.3,25,32,,,,4.3,,,,,5.0,5,5,,1.3,,,,1.3,1.3,,95,2,,4,4.5,,,,,,,,,,,,,,,,55.0,54.8,,
1841,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,1,TZCOM1/ZDPSYN,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2718,2243,5,4,59,59,19,153,79,,4.3,,,,4.8,5.0,31,36,,,,4.3,,,,,5.0,39,40,,1.3,,,,0.8,1.8,,36,44,,3,3.5,,,,,,,,,,,,,,,,55.0,55.3,,
1842,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,11,Obatanpa/IWDC2SYNF2/IWDC2SYNF2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,369,1198,39,38,57,58,173,154,79,,3.3,,,,5.8,5.0,17,36,,,,4.5,,,,,4.3,37,5,,0.5,,,,2.0,2.3,,198,22,,5,5.8,,,,,,,,,,,,,,,,54.5,54.0,,
1843,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,12,TZB-SR (Susceptible)(RE),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2235,284,35,35,6,61,178,151,89,,4.5,,,,7.5,5.3,6,28,,,,4.5,,,,,5.0,34,35,,0.8,,,,1.8,1.0,,99,120,,6,6.3,,,,,,,,,,,,,,,,56.8,55.8,,
1844,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,13,8338-1 (Susceptible Hybrid),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,2298,149,5,39,58,62,182,129,79,,6.5,,,,7.5,5.8,5,34,,,,6.0,,,,,5.3,39,4,,1.5,,,,1.0,1.5,,165,194,,8,8.0,,,,,,,,,,,,,,,,55.8,55.0,,
1845,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,14,922-13 (Resistant Hybrid),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,263,823,39,5,59,60,161,140,78,,4.5,,,,6.5,5.5,22,33,,,,4.5,,,,,5.5,39,39,,1.5,,,,1.5,1.5,,145,17,,5,6.3,,,,,,,,,,,,,,,,55.3,55.0,,
1846,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79MO,15,Check,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,27,32,776,39,37,6,61,181,147,88,,5.3,,,,6.3,5.0,13,32,,,,4.3,,,,,4.5,36,39,,1.5,,,,2.3,1.3,,168,177,,6,6.0,,,,,,,,,,,,,,,,56.0,55.3,,
1847,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,1,TZL COMP1SYNY-1F2,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2740,,,4,,64,,191,,,3.8,,,,3.5,,36,,,,,,,,,,,4,,,,,,,2.0,,,1,4,,1.0,1.5,,,,,,,,,,,,,,,,60,,,
1848,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,2,IWD C3 SYN F2,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2328,,,4,,62,,183,,,4.8,,,,3.0,,27,,,,,,,,,,,4,,,,,,,1.8,,,,4,,1.0,1.3,,,,,,,,,,,,,,,,58,,,
1849,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,3,Acr 97 TZL Comp. 1-W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2862,,,3,,63,,194,,,2.0,,,,3.3,,3,,,,,,,,,,,3,,,,,,,2.0,,,,1,,1.3,1.8,,,,,,,,,,,,,,,,61,,,
1850,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,4,TZL Comp 1 SynW-1,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2643,,,29,,63,,181,,,2.8,,,,3.0,,3,,,,,,,,,,,29,,,,,,,2.0,,,,3,,2.3,2.8,,,,,,,,,,,,,,,,7,,,
1851,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,5,TZL Comp 1-W C6,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2885,,,32,,63,,19,,,3.8,,,,3.8,,34,,,,,,,,,,,32,,,,,,,2.0,,,,4,,2.0,2.3,,,,,,,,,,,,,,,,60,,,
1852,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,6,OBATNPA/Z.Diplo Syn W-1/Z.DiploSyn W-1,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2594,,,29,,64,,181,,,3.3,,,,3.8,,32,,,,,,,,,,,29,,,,,,,2.0,,,,5,,1.8,2.0,,,,,,,,,,,,,,,,61,,,
1853,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,7,Z.diplo-BC4-C3-W/DOGONA-1/Z.diplo-BC4-C3-W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,24,,,33,,64,,188,,,2.5,,,,3.5,,3,,,,,,,,,,,32,,,,,,,1.8,,,,9,,3.0,3.5,,,,,,,,,,,,,,,,62,,,
1854,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,8,Z.diplo-BC4-C3-W/DOU-1/Z.diplo-BC4-C3-W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,379,,,31,,64,,18,,,1.5,,,,3.0,,33,,,,,,,,,,,31,,,,,,,2.0,,,,5,,1.8,2.3,,,,,,,,,,,,,,,,62,,,
1855,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,9,Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2352,,,29,,7,,185,,,3.0,,,,3.0,,29,,,,,,,,,,,29,,,,,,,2.0,,,,4,,1.5,3.0,,,,,,,,,,,,,,,,58,,,
1856,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,1,TZCOM1/ZDPSYN,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,219,,,26,,62,,18,,,5.0,,,,3.3,,34,,,,,,,,,,,26,,,,,,,2.0,,,,7,,2.5,3.3,,,,,,,,,,,,,,,,57,,,
1857,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,11,Obatanpa/IWDC2SYNF2/IWDC2SYNF2,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2716,,,29,,6,,185,,,4.8,,,,3.0,,28,,,,,,,,,,,29,,,,,,,2.0,,,,2,,1.0,2.0,,,,,,,,,,,,,,,,56,,,
1858,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,12,TZB-SR (Susceptible)(RE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,212,,,23,,64,,25,,,3.3,,,,3.3,,28,,,,,,,,,,,23,,,,,,,2.0,,,,25,,2.5,4.0,,,,,,,,,,,,,,,,7,,,
1859,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,13,8338-1 (Susceptible Hybrid),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2134,,,26,,6,,176,,,3.0,,,,3.3,,24,,,,,,,,,,,27,,,,,,,2.0,,,,28,,3.5,5.3,,,,,,,,,,,,,,,,57,,,
1860,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,14,922-13 (Resistant Hybrid),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2473,,,30,,62,,174,,,4.0,,,,3.8,,29,,,,,,,,,,,30,,,,,,,2.0,,,2,5,,2.3,2.5,,,,,,,,,,,,,,,,58,,,
1861,Late/Int. Striga Resistant Open-Pollinated Variety Trial,M79SM,15,Check,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,27,2643,,,30,,64,,23,,,2.5,,,,3.3,,3,,,,,,,,,,,29,,,,,,,1.8,,,,4,,2.8,2.5,,,,,,,,,,,,,,,,61,,,
1862,Striga Resistant Hybrid Maize Trial,M712AB,1,42-5STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2324,1574,21,21,65,67,158,136,7,,4.3,,,,5.5,4.3,10,19,,2.5,,5.0,,,,,4.0,3,3,,2.5,,,,,,,92,2,,4.8,5.5,,,,,,,,,,,,,,,,63,62,,
1863,Striga Resistant Hybrid Maize Trial,M712AB,2,51-1STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,3113,295,21,21,62,62,174,154,85,,1.8,,,,4.3,4.8,14,19,,4.0,,4.0,,,,,4.3,3,21,,4.0,,,,0.3,,,67,73,,4.8,5.3,,,,,,,,,,,,,,,,7,7,,
1864,Striga Resistant Hybrid Maize Trial,M712AB,3,51-2STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2647,2123,3,3,63,63,164,144,75,,2.5,,,,4.3,4.5,14,19,,3.8,,4.5,,,,,3.8,3,3,,1.3,,,,0.5,,,58,77,,3.5,3.5,,,,,,,,,,,,,,,,7,7,,
1865,Striga Resistant Hybrid Maize Trial,M712AB,4,51-6STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2592,1594,21,3,66,66,16,145,69,,3.0,,,,5.8,5.0,13,18,,4.5,,5.0,,,,,4.8,2,3,,3.0,,,,,0.3,,49,64,,4.3,5.0,,,,,,,,,,,,,,,,63,63,,
1866,Striga Resistant Hybrid Maize Trial,M712AB,5,52-5STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,327,161,21,21,65,65,165,149,74,,3.0,,,,6.0,6.3,16,18,,5.0,,5.3,,,,,4.0,3,3,,2.3,,,,,,,80,118,,4.0,4.8,,,,,,,,,,,,,,,,62,62,,
1867,Striga Resistant Hybrid Maize Trial,M712AB,6,61-1STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2484,1859,3,21,66,66,16,145,71,,2.8,,,,5.5,5.5,14,16,,5.0,,4.8,,,,,4.3,21,3,,4.5,,,,,,,44,58,,4.0,4.3,,,,,,,,,,,,,,,,63,63,,
1868,Striga Resistant Hybrid Maize Trial,M712AB,7,61-6STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2355,1963,21,21,64,65,168,145,81,,2.3,,,,4.3,4.3,16,17,,2.0,,4.8,,,,,4.3,3,21,,8.3,,,,,,,42,7,,4.0,4.5,,,,,,,,,,,,,,,,62,63,,
1869,Striga Resistant Hybrid Maize Trial,M712AB,8,62-1STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,4,1656,21,21,66,66,168,145,71,,3.8,,,,5.3,5.0,14,19,,4.5,,4.5,,,,,3.8,3,3,,1.8,,,,0.3,,,12,17,,3.8,4.0,,,,,,,,,,,,,,,,62,63,,
1870,Striga Resistant Hybrid Maize Trial,M712AB,9,62-3STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,30,1279,3,21,64,64,166,151,69,,4.0,,,,6.8,6.0,12,19,,5.8,,5.5,,,,,4.8,3,3,,1.8,,,,0.8,0.3,,65,86,,4.3,4.8,,,,,,,,,,,,,,,,6,7,,
1871,Striga Resistant Hybrid Maize Trial,M712AB,1,62-8STR,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,2457,1623,21,21,61,63,15,13,68,,4.0,,,,5.3,4.8,14,19,,4.3,,4.8,,,,,4.5,3,21,,1.5,,,,1.3,,,7,80,,4.3,4.5,,,,,,,,,,,,,,,,59,59,,
1872,Striga Resistant Hybrid Maize Trial,M712AB,11,922-13,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,1857,565,21,21,67,69,15,114,73,,6.0,,,,7.8,6.3,6,17,,6.0,,5.5,,,,,5.8,2,21,,2.3,,,,1.0,,,174,185,,7.0,8.0,,,,,,,,,,,,,,,,63,63,,
1873,Striga Resistant Hybrid Maize Trial,M712AB,12,8338-1,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,1490,5,3,3,67,65,153,88,6,,4.0,,,,9.0,6.5,0,12,,5.8,,6.3,,,,,6.5,18,3,,1.0,,,,5.8,,,166,178,,9.0,9.0,,,,,,,,,,,,,,,,7,7,,
1874,Striga Resistant Hybrid Maize Trial,M712AB,13,Check,NIGERIA,ABUJA,,7.33,9.27,Moist Savanna,27,1940,98,3,21,69,66,145,9,59,,2.5,,,,8.5,6.0,2,17,,5.5,,6.0,,,,,5.5,19,3,,3.5,,,,1.3,,,154,158,,8.8,8.8,,,,,,,,,,,,,,,,63,63,,
1875,Striga Resistant Hybrid Maize Trial,M712BG,1,42-5STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,2141,,22,,58,,175,,75,,,1.0,,,,3.3,,16,,,,3,,,,,2.6,,21,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,57,,
1876,Striga Resistant Hybrid Maize Trial,M712BG,2,51-1STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,2932,,22,,57,,19,,78,,,1.0,,,,2.4,,19,,,,3,,,,,2.5,,22,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,56,,
1877,Striga Resistant Hybrid Maize Trial,M712BG,3,51-2STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,3113,,22,,57,,185,,89,,,1.0,,,,2.9,,17,,,,3,,,,,2.0,,22,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,56,,
1878,Striga Resistant Hybrid Maize Trial,M712BG,4,51-6STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,3117,,22,,58,,198,,98,,,1.0,,,,2.8,,17,,,,2,,,,,2.6,,21,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,57,,
1879,Striga Resistant Hybrid Maize Trial,M712BG,5,52-5STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,2537,,22,,58,,194,,82,,,1.0,,,,2.8,,17,,,,3,,,,,2.5,,22,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,57,,
1880,Striga Resistant Hybrid Maize Trial,M712BG,6,61-1STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,1675,,22,,60,,177,,74,,,1.0,,,,3.5,,18,,,,2,,,,,3.1,,22,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,59,,
1881,Striga Resistant Hybrid Maize Trial,M712BG,7,61-6STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,3335,,22,,58,,184,,85,,,1.3,,,,2.5,,18,,,,2,,,,,2.0,,22,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,57,,
1882,Striga Resistant Hybrid Maize Trial,M712BG,8,62-1STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,3636,,21,,59,,183,,7,,,1.5,,,,2.9,,16,,,,3,,,,,2.3,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
1883,Striga Resistant Hybrid Maize Trial,M712BG,9,62-3STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,2314,,22,,57,,178,,76,,,1.3,,,,3.3,,15,,,,3,,,,,2.8,,22,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,55,,
1884,Striga Resistant Hybrid Maize Trial,M712BG,1,62-8STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,259,,22,,56,,164,,66,,,1.0,,,,2.6,,18,,,,3,,,,,2.5,,21,,0.3,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,55,,
1885,Striga Resistant Hybrid Maize Trial,M712BG,11,922-13,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,213,,21,,59,,166,,76,,,1.0,,,,3.5,,17,,,,3,,,,,3.1,,3,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,58,,
1886,Striga Resistant Hybrid Maize Trial,M712BG,12,8338-1,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,1569,,3,,59,,186,,76,,,1.3,,,,3.9,,12,,,,3,,,,,3.4,,2,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,57,,
1887,Striga Resistant Hybrid Maize Trial,M712BG,13,Check,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,27,1657,,2,,61,,174,,72,,,2.3,,,,3.1,,9,,,,3,,,,,3.8,,17,,0.5,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,59,,
1888,Striga Resistant Hybrid Maize Trial,M712DS,1,42-5STR,NIGERIA,DANSADAU,,8.00,1.00,,27,,1927,,37,,65,,19,79,,1.8,,,,7,,23,,,,,2.0,,,,,,23,,,3.8,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,63,,,
1889,Striga Resistant Hybrid Maize Trial,M712DS,2,51-1STR,NIGERIA,DANSADAU,,8.00,1.00,,27,,2417,,39,,62,,197,81,,1.5,,,,5,,34,,,,,1.0,,,,,,34,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7,,,
1890,Striga Resistant Hybrid Maize Trial,M712DS,3,51-2STR,NIGERIA,DANSADAU,,8.00,1.00,,27,,320,,40,,62,,198,86,,2.0,,,,5,,37,,,,,1.0,,,,,,37,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6,,,
1891,Striga Resistant Hybrid Maize Trial,M712DS,4,51-6STR,NIGERIA,DANSADAU,,8.00,1.00,,27,,1766,,39,,63,,186,79,,2.0,,,,6,,2,,,,,1.0,,,,,,2,,,2.5,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,61,,,
