ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YLDUN,YLDIN,PL_STUN,PL_STIN,DY_SKUN,DY_SKIN,PL_HTUN,PL_HTIN,E_HTUN,E_HTIN,ASI_IN,ASI_UN,DY_TASSIN,DY_TASSUN,E_ASPIN,E_ASPUN,E_HARVIN,E_HARVUN,E_ROTIN,E_ROTUN,ELDIN,HUSKUN,HUSKIN,INSTINF,INSTUN,P_ASPIN,P_ASPUN,P_HARVIN,P_HARVUN,R_LIN,R_LUN,RLPER,RUSTIN,RUSTUN,S_LIN,S_LUN,SLPER,STR_CO1,STR_CO2,STR_CO3,STR_RAT1,STR_RAT2,STREAK,BLTIN_M,BLTUN_M,CURVIN,CURVUN,STR_CO3_IN,STR_CO3_UN,STR_RA1_IN,STR_RA1_UN,STR_RA2_IN,STR_RA2_UN,STR_CO1_IN,STR_CO1_UN,STR_CO2_IN,STR_CO2_UN,POLSHEDIN,POLSHEDUN,HMIN,HMUN
444,Striga Hybrid Maize Trial,K953BG,4,9141-6,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,2725,1728,12.75,9.75,6.50,61.25,187.50,175.00,82.50,,,,,,,2.50,8.25,11.25,,2.50,,2.50,2.75,,,,,9.75,12.25,,2.75,,,,2.50,3.75,,15.50,33.75,,3.50,4.25,,,,,,,,,,,,,,,,,,,
445,Striga Hybrid Maize Trial,K953BG,5,9147-3,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,319,416,1.00,1.50,61.25,61.50,168.50,175.00,73.00,,,,,,,3.50,1.50,0.75,,2.00,,2.75,2.00,,,,,1.25,1.00,,3.75,,,,2.25,4.00,,4.50,1.50,,4.00,3.75,,,,,,,,,,,,,,,,,,,
446,Striga Hybrid Maize Trial,K953BG,6,9149-4,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,640,13,3.75,7.50,6.25,61.75,187.50,185.00,85.00,,,,,,,3.50,6.50,3.75,,2.50,,2.25,2.75,,,,,7.50,3.75,,2.50,,,,3.00,3.75,,8.75,24.75,,3.50,4.25,,,,,,,,,,,,,,,,,,,
447,Striga Hybrid Maize Trial,K953BG,7,9144-4,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,3695,345,17.50,14.50,58.00,59.00,215.00,21.00,17.50,,,,,,2.50,2.00,14.50,17.50,,2.00,,2.00,2.00,,,,,14.50,17.00,,2.50,,,,2.75,3.25,,16.50,39.75,,3.25,3.50,,,,,,,,,,,,,,,,,,,
448,Striga Hybrid Maize Trial,K953BG,8,915-4,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,29,1588,12.75,8.75,59.25,6.00,197.50,182.50,92.50,,,,,,2.75,3.50,8.50,11.50,,2.25,,2.25,2.25,,,,,8.75,11.25,,3.25,,,,2.75,3.00,,12.00,37.50,,3.50,4.00,,,,,,,,,,,,,,,,,,,
449,Striga Hybrid Maize Trial,K953BG,9,8425-8,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,3642,2572,15.25,14.00,57.50,58.50,182.50,17.00,82.50,,,,,,3.50,2.25,14.25,16.25,,2.00,,2.50,2.50,,,,,13.75,14.50,,3.50,,,,3.25,3.75,,13.00,27.00,,4.00,4.25,,,,,,,,,,,,,,,,,,,
450,Striga Hybrid Maize Trial,K953BG,1,944-27 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,243,1594,14.25,13.50,61.25,62.50,175.00,155.00,85.00,,,,,,2.50,3.50,11.00,12.50,,2.75,,2.50,2.25,,,,,13.25,13.50,,3.50,,,,3.00,4.00,,13.50,36.75,,3.25,4.25,,,,,,,,,,,,,,,,,,,
451,Striga Hybrid Maize Trial,K953BG,11,922-13 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,2837,2849,17.75,15.75,6.25,58.75,182.50,182.50,85.00,,,,,,4.00,2.75,16.25,16.50,,2.25,,2.25,2.50,,,,,14.25,14.25,,3.75,,,,2.75,3.75,,18.50,43.25,,3.00,3.75,,,,,,,,,,,,,,,,,,,
452,Striga Hybrid Maize Trial,K953BG,12,944-31 SR/SR STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,2295,187,18.75,11.50,6.75,6.50,182.50,172.50,87.50,,,,,,6.25,3.75,12.00,16.50,,2.00,,2.25,2.00,,,,,11.00,16.25,,3.75,,,,3.00,4.25,,4.00,11.50,,3.50,3.75,,,,,,,,,,,,,,,,,,,
453,Striga Hybrid Maize Trial,K953BG,13,921-18,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,284,2199,17.00,14.75,61.25,61.25,187.50,185.25,85.00,,,,,,4.25,3.25,13.50,15.50,,2.00,,2.50,2.25,,,,,13.75,16.25,,3.00,,,,3.00,4.50,,26.00,64.00,,3.00,3.75,,,,,,,,,,,,,,,,,,,
454,Striga Hybrid Maize Trial,K953BG,14,8535-23,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,2124,1413,12.50,9.75,62.00,63.75,25.00,172.50,1.00,,,,,,2.75,4.25,8.75,1.75,,2.75,,2.00,2.50,,,,,9.00,12.00,,3.50,,,,3.00,5.25,,5.75,15.25,,3.75,4.00,,,,,,,,,,,,,,,,,,,
455,Striga Hybrid Maize Trial,K953BG,15,8338-1 (SUSCEPTIBLE),NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,1632,1525,17.25,14.25,6.50,61.50,177.50,172.50,77.50,,,,,,3.25,5.25,11.25,12.25,,3.00,,2.75,2.75,,,,,12.50,15.00,,3.50,,,,3.50,7.75,,33.50,68.00,,3.00,4.25,,,,,,,,,,,,,,,,,,,
456,Striga Hybrid Maize Trial,K953BG,16,CHECK 1,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,3772,2995,15.75,13.75,58.00,59.00,19.00,167.50,85.00,,,,,,5.67,2.50,17.00,18.00,,2.25,,2.50,2.50,,,,,13.25,15.25,,2.75,,,,2.75,3.75,,19.50,34.00,,3.25,3.75,,,,,,,,,,,,,,,,,,,
457,Striga Hybrid Maize Trial,K953BG,17,CHECK 2,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,2272,158,14.75,17.25,6.25,6.00,22.50,17.00,82.50,,,,,,5.00,4.50,7.75,13.25,,2.75,,2.50,3.25,,,,,15.75,14.00,,3.25,,,,3.50,7.50,,36.25,64.75,,3.50,5.50,,,,,,,,,,,,,,,,,,,
458,Striga Inbred Maize Trial,K955MOH,1,TZI 35 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,921,582,6.25,9.50,61.25,62.00,143.75,118.75,7.00,,,,,,6.33,3.75,6.50,5.25,,3.25,,2.75,4.00,,,,,9.25,6.25,,4.25,,,,3.25,3.50,,5.75,38.75,,3.75,,,,,,,,,,,,,,,,,,,,
459,Striga Inbred Maize Trial,K955MOH,2,TZI 58 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,63,86,9.00,9.50,57.75,61.50,177.50,151.25,88.75,,,,,,5.33,4.25,6.25,5.50,,3.50,,2.00,3.75,,,,,9.00,8.50,,4.75,,,,4.75,3.75,,14.50,3.00,,3.25,,,,,,,,,,,,,,,,,,,,
460,Striga Inbred Maize Trial,K955MOH,3,TZI 43,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,873,145,9.75,8.75,61.25,62.50,132.50,12.00,52.50,,,,,,4.33,4.25,1.75,6.00,,3.50,,4.00,4.75,,,,,7.75,1.00,,3.25,,,,5.50,3.00,,17.50,31.00,,4.00,,,,,,,,,,,,,,,,,,,,
461,Striga Inbred Maize Trial,K955MOH,4,TZI 12 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,970,485,0.50,0.25,61.00,6.75,16.50,17.50,8.50,,,,,,5.67,4.25,1.75,5.25,,2.50,,3.75,4.50,,,,,0.25,0.50,,5.50,,,,5.50,5.50,,2.25,1.75,,4.00,,,,,,,,,,,,,,,,,,,,
462,Striga Inbred Maize Trial,K955MOH,5,TZI 3 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,776,485,9.50,1.75,59.00,59.50,172.50,15.00,66.25,,,,,,5.00,5.25,5.50,7.50,,3.00,,4.25,4.25,,,,,9.25,9.25,,5.25,,,,3.50,3.25,,5.25,15.25,,2.75,,,,,,,,,,,,,,,,,,,,
463,Striga Inbred Maize Trial,K955MOH,6,TZI 25 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,118,824,9.00,12.00,6.00,61.25,151.25,138.75,66.25,,,,,,6.00,4.50,7.50,7.50,,3.50,,2.75,3.50,,,,,11.50,9.25,,4.25,,,,4.00,3.00,,3.75,18.25,,3.00,,,,,,,,,,,,,,,,,,,,
464,Striga Inbred Maize Trial,K955MOH,7,TZI 53 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,388,242,5.75,6.50,6.75,61.00,15.25,141.25,66.00,,,,,,6.33,4.75,4.25,4.50,,3.00,,3.75,4.25,,,,,6.50,3.00,,3.50,,,,4.50,4.00,,4.25,18.50,,3.50,,,,,,,,,,,,,,,,,,,,
465,Striga Inbred Maize Trial,K955MOH,8,TZI 56 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,1164,485,1.25,1.50,61.00,61.50,157.50,148.75,51.50,,,,,,5.67,3.75,5.25,7.25,,2.50,,3.75,3.50,,,,,2.00,1.50,,5.75,,,,4.25,4.75,,0.25,1.25,,3.25,,,,,,,,,,,,,,,,,,,,
466,Striga Inbred Maize Trial,K955MOH,9,TZI 57 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,1455,118,11.75,13.75,6.25,6.50,166.25,15.00,77.50,,,,,,8.33,4.25,7.25,8.00,,3.75,,2.50,3.25,,,,,13.25,11.00,,3.50,,,,2.50,2.50,,6.50,15.00,,3.25,,,,,,,,,,,,,,,,,,,,
467,Striga Inbred Maize Trial,K955MOH,1,TZMI 13,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,727,727,7.25,8.00,61.00,61.75,178.75,153.75,72.50,,,,,,,4.75,6.25,4.25,,3.00,,2.50,4.50,,,,,8.25,7.25,,4.75,,,,3.75,3.75,,14.75,23.75,,3.25,,,,,,,,,,,,,,,,,,,,
468,Striga Inbred Maize Trial,K955MOH,11,TZMI 51,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,1164,242,7.75,8.00,6.75,61.50,185.00,157.50,93.75,,,,,,,4.50,3.25,6.50,,2.00,,2.25,3.75,,,,,7.25,6.25,,4.00,,,,5.00,2.75,,9.50,2.25,,5.00,,,,,,,,,,,,,,,,,,,,
469,Striga Inbred Maize Trial,K955MOH,12,TZMI 32,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,582,339,2.25,2.75,61.25,62.00,168.75,125.00,66.25,,,,,,,5.00,1.50,3.50,,3.00,,2.50,3.50,,,,,2.25,2.50,,4.75,,,,5.25,4.25,,0.25,3.25,,3.75,,,,,,,,,,,,,,,,,,,,
470,Striga Inbred Maize Trial,K955MOH,13,TZMI 47,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,1843,63,12.25,12.00,6.75,6.25,163.75,138.75,86.25,,,,,,,3.25,5.50,8.00,,2.50,,2.25,2.25,,,,,11.25,12.00,,3.25,,,,2.50,2.00,,3.25,24.50,,3.50,,,,,,,,,,,,,,,,,,,,
471,Striga Inbred Maize Trial,K955MOH,14,TZI 4 (SUSCEPTIBLE CK),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,1358,776,6.75,9.75,6.50,61.50,173.75,142.50,78.75,,,,,,,3.50,4.25,6.50,,2.75,,3.50,4.00,,,,,7.75,6.50,,4.25,,,,4.00,3.00,,4.75,48.25,,4.00,,,,,,,,,,,,,,,,,,,,
472,Striga Inbred Maize Trial,K955MOH,15,TZi 1 (SUSCEPTIBLE CK),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,30,30,2.50,3.00,6.75,62.75,152.50,137.00,65.00,,,,,,,4.25,0.25,2.25,,1.50,,3.25,5.25,,,,,1.75,2.50,,5.25,,,,6.00,6.00,,2.50,3.25,,7.00,,,,,,,,,,,,,,,,,,,,
473,Striga Inbred Maize Trial,K955MOL,1,TZI 35 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,5.00,4.00,59.00,59.50,131.25,15.00,58.75,,,,,,,6.25,2.75,3.00,,4.00,,2.75,4.25,,,,,4.00,4.50,,4.00,,,,3.75,3.75,,1.25,3.75,,3.75,,,,,,,,,,,,,,,,,,,,
474,Striga Inbred Maize Trial,K955MOL,2,TZI 58 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,11.75,12.00,6.25,6.25,168.75,152.50,92.50,,,,,,,5.00,5.75,5.75,,2.50,,2.75,4.00,,,,,11.25,1.50,,3.75,,,,2.50,3.25,,3.25,12.75,,2.50,,,,,,,,,,,,,,,,,,,,
475,Striga Inbred Maize Trial,K955MOL,3,TZI 43,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,12.00,11.75,59.25,6.00,126.25,115.00,57.50,,,,,,,6.25,5.50,4.50,,4.25,,4.00,4.00,,,,,11.50,1.75,,3.75,,,,3.00,2.75,,1.75,17.25,,3.75,,,,,,,,,,,,,,,,,,,,
476,Striga Inbred Maize Trial,K955MOL,4,TZI 12 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,0.25,0.25,6.25,59.75,24.00,89.25,93.75,,,,,,,6.50,5.00,2.25,,2.75,,3.50,3.50,,,,,0.25,0.50,,5.00,,,,6.00,5.75,,0.25,0.25,,3.25,,,,,,,,,,,,,,,,,,,,
477,Striga Inbred Maize Trial,K955MOL,5,TZI 3 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,9.50,9.75,57.00,59.75,162.50,156.25,65.00,,,,,,,5.50,4.75,4.75,,2.25,,2.75,4.25,,,,,9.00,8.50,,4.25,,,,3.75,3.50,,0.50,3.25,,2.50,,,,,,,,,,,,,,,,,,,,
478,Striga Inbred Maize Trial,K955MOL,6,TZI 25 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,9.25,11.00,6.00,59.50,147.50,141.25,71.25,,,,,,,5.25,8.25,5.00,,3.50,,3.00,3.50,,,,,1.75,9.25,,4.25,,,,2.75,3.00,,,8.75,,2.50,,,,,,,,,,,,,,,,,,,,
479,Striga Inbred Maize Trial,K955MOL,7,TZI 53 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,9.00,4.25,59.00,59.75,15.00,127.50,58.75,,,,,,,5.50,3.25,7.25,,2.25,,2.50,2.75,,,,,4.75,9.00,,2.75,,,,4.25,3.00,,4.75,19.50,,3.00,,,,,,,,,,,,,,,,,,,,
480,Striga Inbred Maize Trial,K955MOL,8,TZI 56 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,1.25,1.00,59.25,6.25,133.75,115.25,45.25,,,,,,,6.50,5.00,1.50,,2.00,,3.25,4.25,,,,,1.00,1.50,,5.50,,,,5.75,5.50,,,,,3.25,,,,,,,,,,,,,,,,,,,,
481,Striga Inbred Maize Trial,K955MOL,9,TZI 57 STR,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,11.25,13.50,6.50,59.75,181.25,138.75,83.75,,,,,,,5.00,7.50,8.25,,3.75,,3.75,4.25,,,,,12.25,1.75,,3.25,,,,3.25,2.75,,7.50,19.75,,3.25,,,,,,,,,,,,,,,,,,,,
482,Striga Inbred Maize Trial,K955MOL,1,TZMI 13,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,6.75,7.00,6.75,61.25,166.25,155.00,67.50,,,,,,,5.75,2.75,3.75,,3.00,,2.75,3.50,,,,,6.00,6.50,,5.00,,,,4.00,3.75,,3.50,12.75,,3.25,,,,,,,,,,,,,,,,,,,,
483,Striga Inbred Maize Trial,K955MOL,11,TZMI 51,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,9.50,11.00,6.25,6.25,148.75,166.25,68.75,,,,,,,6.25,5.50,6.25,,2.00,,2.50,3.25,,,,,8.50,9.00,,4.75,,,,3.25,3.50,,3.25,6.75,,3.25,,,,,,,,,,,,,,,,,,,,
484,Striga Inbred Maize Trial,K955MOL,12,TZMI 32,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,1.25,1.75,6.25,6.50,15.25,111.25,47.00,,,,,,,8.25,1.25,1.50,,2.00,,4.25,5.75,,,,,1.50,1.50,,5.50,,,,5.75,5.50,,0.25,1.50,,3.25,,,,,,,,,,,,,,,,,,,,
485,Striga Inbred Maize Trial,K955MOL,13,TZMI 47,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,11.50,11.00,59.75,6.25,136.25,132.50,73.75,,,,,,,5.00,5.00,5.00,,2.25,,3.50,3.25,,,,,1.50,1.75,,3.50,,,,2.75,3.00,,3.75,6.00,,3.25,,,,,,,,,,,,,,,,,,,,
486,Striga Inbred Maize Trial,K955MOL,14,TZI 4 (SUSCEPTIBLE CK),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,8.00,8.00,6.25,6.00,156.25,145.00,6.00,,,,,,,4.75,4.50,4.25,,3.00,,2.25,4.00,,,,,6.75,7.50,,4.25,,,,3.75,3.00,,3.50,12.00,,4.25,,,,,,,,,,,,,,,,,,,,
487,Striga Inbred Maize Trial,K955MOL,15,TZi 1 (SUSCEPTIBLE CK),NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1995,,,3.25,4.75,59.75,6.25,131.50,115.00,52.50,,,,,,,7.50,2.00,1.50,,2.00,,2.50,3.00,,,,,4.50,3.25,,4.75,,,,5.75,4.75,,1.25,8.25,,5.25,,,,,,,,,,,,,,,,,,,,
488,Striga Inbred Maize Trial,K955BG2,1,TZI 35 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,286,795,1.25,0.25,66.25,62.00,142.50,85.75,59.50,,,,,,5.33,2.75,6.00,3.00,,3.00,,3.00,3.00,,,,,0.25,1.25,,3.25,,,,3.25,3.00,,1.50,11.75,,4.50,6.50,,,,,,,,,,,,,,,,,,,
489,Striga Inbred Maize Trial,K955BG2,2,TZI 58 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,824,587,5.75,5.50,63.00,65.75,155.00,11.00,72.50,,,,,,6.33,3.00,5.25,5.50,,2.25,,2.25,2.00,,,,,5.25,5.75,,3.00,,,,3.75,2.50,,9.25,21.50,,2.75,5.75,,,,,,,,,,,,,,,,,,,
490,Striga Inbred Maize Trial,K955BG2,3,TZI 43,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,578,533,6.50,9.25,64.50,63.00,125.00,12.50,47.50,,,,,,6.33,2.25,7.00,4.50,,2.75,,2.75,3.25,,,,,7.50,6.25,,3.00,,,,3.50,3.00,,2.75,3.00,,3.00,6.00,,,,,,,,,,,,,,,,,,,
491,Striga Inbred Maize Trial,K955BG2,4,TZI 12 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,732,63,4.25,4.75,62.75,62.00,156.50,121.75,64.75,,,,,,7.00,3.00,5.00,4.75,,2.75,,2.00,3.00,,,,,4.75,4.25,,3.00,,,,3.50,3.00,,11.50,13.50,,3.25,5.25,,,,,,,,,,,,,,,,,,,
492,Striga Inbred Maize Trial,K955BG2,5,TZI 3 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,679,63,8.50,6.75,6.25,59.75,13.75,121.50,46.75,,,,,,5.33,2.25,6.25,8.25,,2.25,,2.00,2.50,,,,,6.25,8.25,,4.50,,,,3.75,3.75,,1.75,14.50,,3.25,4.75,,,,,,,,,,,,,,,,,,,
493,Striga Inbred Maize Trial,K955BG2,6,TZI 25 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,118,63,5.25,6.75,59.25,6.25,162.50,112.50,65.00,,,,,,6.00,2.25,7.00,7.00,,2.25,,2.25,2.75,,,,,6.75,5.00,,3.25,,,,3.75,2.75,,5.25,13.25,,3.00,5.25,,,,,,,,,,,,,,,,,,,
494,Striga Inbred Maize Trial,K955BG2,7,TZI 53 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,252,48,3.00,1.75,62.00,64.00,122.50,111.00,42.75,,,,,,6.67,4.00,1.50,3.50,,2.00,,2.25,2.25,,,,,1.50,2.00,,2.50,,,,2.75,2.75,,11.50,14.50,,4.00,6.00,,,,,,,,,,,,,,,,,,,
495,Striga Inbred Maize Trial,K955BG2,8,TZI 56 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,849,369,5.25,1.50,62.75,69.00,158.50,117.75,66.75,,,,,,3.50,3.00,2.00,4.75,,2.75,,2.00,2.75,,,,,1.50,5.25,,3.00,,,,2.50,3.00,,12.50,13.50,,3.00,5.00,,,,,,,,,,,,,,,,,,,
496,Striga Inbred Maize Trial,K955BG2,9,TZI 57 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,1164,921,7.00,6.75,59.25,6.25,182.50,147.50,8.00,,,,,,3.75,2.25,7.50,7.25,,3.00,,2.25,3.00,,,,,6.75,5.75,,3.00,,,,2.75,2.25,,2.75,25.75,,2.75,4.00,,,,,,,,,,,,,,,,,,,
497,Striga Inbred Maize Trial,K955BG2,1,TZMI 13,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,286,170,1.25,1.50,6.50,62.00,174.25,147.50,78.00,,,,,,4.00,3.50,2.75,1.00,,3.75,,2.00,2.00,,,,,1.50,1.25,,3.00,,,,3.50,2.75,,9.50,9.75,,3.00,4.00,,,,,,,,,,,,,,,,,,,
498,Striga Inbred Maize Trial,K955BG2,11,TZMI 51,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,456,218,6.75,4.25,66.75,68.75,165.00,12.50,82.50,,,,,,4.50,4.00,1.25,3.25,,2.50,,2.00,2.00,,,,,3.75,6.00,,3.75,,,,3.50,3.25,,12.25,15.00,,3.50,6.25,,,,,,,,,,,,,,,,,,,
499,Striga Inbred Maize Trial,K955BG2,12,TZMI 32,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,752,679,1.25,1.75,66.75,66.00,149.25,19.75,33.00,,,,,,4.75,6.00,5.00,4.75,,5.75,,3.00,3.00,,,,,1.75,1.25,,3.25,,,,3.50,3.00,,11.50,13.50,,3.25,4.25,,,,,,,,,,,,,,,,,,,
500,Striga Inbred Maize Trial,K955BG2,13,TZMI 47,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,776,727,5.75,4.00,61.00,59.75,147.50,132.50,62.50,,,,,,3.25,2.00,4.00,4.75,,2.75,,2.00,2.00,,,,,3.75,5.75,,3.25,,,,2.75,2.75,,9.75,21.75,,2.75,4.00,,,,,,,,,,,,,,,,,,,
501,Striga Inbred Maize Trial,K955BG2,14,TZI 4 (SUSCEPTIBLE CK),NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,1479,892,5.00,3.50,61.75,61.00,179.25,118.75,79.50,,,,,,4.75,2.75,3.25,7.75,,2.00,,2.00,4.00,,,,,3.50,5.00,,3.25,,,,2.75,2.25,,1.50,13.25,,3.00,4.00,,,,,,,,,,,,,,,,,,,
502,Striga Inbred Maize Trial,K955BG2,15,TZi 1 (SUSCEPTIBLE CK),NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,364,718,2.00,2.50,66.75,62.00,155.50,57.75,64.75,,,,,,4.25,5.00,6.00,3.75,,3.00,,2.25,3.00,,,,,1.50,1.25,,3.00,,,,2.50,3.00,,11.50,14.50,,3.25,6.25,,,,,,,,,,,,,,,,,,,
503,Striga Inbred Maize Trial,K955BG1,1,TZI 35 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,344,194,1.25,1.50,67.75,66.25,123.00,122.50,53.75,,,,,,3.75,3.75,1.25,2.25,,2.00,,2.50,3.00,,,,,1.50,1.25,,3.25,,,,2.50,2.00,,6.50,1.50,,4.50,6.00,,,,,,,,,,,,,,,,,,,
504,Striga Inbred Maize Trial,K955BG1,2,TZI 58 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,267,59,2.00,5.00,62.00,63.50,157.50,164.00,71.25,,,,,,2.00,2.75,4.00,2.25,,2.50,,2.75,3.00,,,,,5.25,2.00,,4.00,,,,2.75,3.00,,2.50,5.50,,5.00,5.50,,,,,,,,,,,,,,,,,,,
505,Striga Inbred Maize Trial,K955BG1,3,TZI 43,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,63,436,6.75,6.00,62.00,63.00,12.00,15.00,5.00,,,,,,2.50,3.00,4.75,5.75,,3.25,,2.75,3.00,,,,,6.00,6.75,,3.00,,,,3.75,2.75,,1.50,1.00,,4.50,5.75,,,,,,,,,,,,,,,,,,,
506,Striga Inbred Maize Trial,K955BG1,4,TZI 12 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,64,46,3.50,4.25,62.50,62.75,15.00,144.25,61.00,,,,,,2.88,2.75,3.75,5.25,,3.00,,2.00,3.00,,,,,4.00,3.50,,3.25,,,,3.00,3.00,,6.50,7.75,,5.00,6.00,,,,,,,,,,,,,,,,,,,
507,Striga Inbred Maize Trial,K955BG1,5,TZI 3 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,582,582,6.75,6.00,61.00,61.50,172.50,152.50,65.00,,,,,,2.50,3.25,5.25,6.00,,2.25,,2.00,2.25,,,,,5.50,6.25,,3.25,,,,3.00,3.25,,4.50,11.00,,4.50,5.50,,,,,,,,,,,,,,,,,,,
508,Striga Inbred Maize Trial,K955BG1,6,TZI 25 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,485,485,1.75,3.25,61.00,64.75,157.50,147.50,65.00,,,,,,4.00,2.00,4.00,2.50,,2.50,,2.25,2.50,,,,,3.25,1.75,,3.25,,,,2.75,2.00,,7.75,7.75,,4.75,5.50,,,,,,,,,,,,,,,,,,,
509,Striga Inbred Maize Trial,K955BG1,7,TZI 53 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,228,121,1.50,1.50,62.25,62.25,126.75,145.00,36.50,,,,,,2.00,3.75,1.75,2.25,,2.25,,2.75,2.00,,,,,1.75,1.50,,3.25,,,,3.00,3.25,,6.50,7.75,,5.00,6.00,,,,,,,,,,,,,,,,,,,
510,Striga Inbred Maize Trial,K955BG1,8,TZI 56 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,698,46,4.50,4.25,61.50,63.75,15.00,142.25,61.00,,,,,,3.00,2.75,3.75,5.25,,3.00,,2.00,3.00,,,,,4.00,4.50,,3.25,,,,3.00,3.00,,8.50,8.75,,5.00,6.00,,,,,,,,,,,,,,,,,,,
511,Striga Inbred Maize Trial,K955BG1,9,TZI 57 STR,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1995,16,970,9.00,7.25,59.50,6.25,18.00,162.50,8.00,,,,,,2.38,2.00,7.00,11.00,,2.25,,2.25,2.75,,,,,6.75,9.00,,2.25,,,,2.75,2.00,,7.50,12.50,,4.50,5.25,,,,,,,,,,,,,,,,,,,
